order_item_id,order_id,user_id,shop_id,sku_id,item_qty,sku_price,item_amount
79,17,6,155,43,1,386,386
80,17,6,155,761,1,707,707
81,17,6,155,371,3,531,1593
82,17,6,155,7,1,540,540
83,17,6,155,1903,3,639,1917
84,17,6,155,17,1,388,388
85,18,9,92,145,1,261,261
86,18,9,92,80,1,2059,2059
87,18,9,92,1,1,798,798
88,18,9,92,144,1,305,305
89,18,9,92,229,1,1496,1496
90,18,9,92,102,3,302,906
91,18,9,92,4,1,298,298
92,19,1,115,650,3,75,225
93,19,1,115,50,1,978,978
94,19,1,115,334,1,1466,1466
95,19,1,115,22,3,3651,10953
96,19,1,115,21,3,182,546
97,19,1,115,117,1,867,867
98,20,10,17,219,3,1426,4278
99,21,4,126,10,3,193,579
100,21,4,126,22,1,3651,3651
101,22,188,118,7,1,540,540
102,22,188,118,394,1,1288,1288
103,22,188,118,10,2,193,386
104,22,188,118,1167,3,304,912
105,22,188,118,11,3,1209,3627
106,22,188,118,19,1,1961,1961
107,23,3,96,29,1,1254,1254
108,23,3,96,364,3,143,429
109,24,19,45,75,2,240,480
110,24,19,45,625,1,743,743
111,24,19,45,9,3,683,2049
112,24,19,45,169,3,700,2100
113,25,131,126,2,2,117,234
114,26,1,9,21,3,182,546
115,26,1,9,107,3,618,1854
116,26,1,9,17,3,388,1164
117,26,1,9,22,3,3651,10953
118,26,1,9,1,1,798,798
119,27,1,178,20,3,498,1494
120,28,44,16,1,1,798,798
121,28,44,16,64,2,683,1366
122,28,44,16,271,3,175,525
123,28,44,16,97,2,2254,4508
124,28,44,16,7,2,540,1080
125,28,44,16,42,3,115,345
126,28,44,16,24,2,66,132
127,28,44,16,14,3,777,2331
128,29,4,79,2,3,117,351
129,29,4,79,98,2,34,68
130,29,4,79,1,2,798,1596
131,29,4,79,288,3,19,57
132,29,4,79,94,1,162,162
133,29,4,79,1118,3,654,1962
134,30,3,120,2,2,117,234
135,30,3,120,38,2,47,94
136,30,3,120,13,1,604,604
137,30,3,120,36,2,1195,2390
138,30,3,120,4,3,298,894
139,30,3,120,6,2,1443,2886
140,30,3,120,12,1,383,383
141,31,7,163,18,1,75,75
142,31,7,163,34,3,3245,9735
143,31,7,163,6,2,1443,2886
144,31,7,163,35,1,1236,1236
145,31,7,163,544,2,25,50
146,31,7,163,9,2,683,1366
147,32,53,139,283,1,139,139
148,32,53,139,30,2,1222,2444
149,32,53,139,1,3,798,2394
150,32,53,139,106,2,1440,2880
151,33,32,27,7,3,540,1620
152,33,32,27,9,1,683,683
153,33,32,27,1091,3,1317,3951
154,34,34,169,875,1,1261,1261
155,34,34,169,302,2,489,978
156,34,34,169,121,1,83,83
157,34,34,169,7,3,540,1620
158,34,34,169,39,1,110,110
159,35,3,87,341,1,183,183
160,35,3,87,73,2,504,1008
161,35,3,87,55,3,111,333
162,35,3,87,1,1,798,798
163,35,3,87,15,3,4919,14757
164,36,1,11,12,3,383,1149
165,36,1,11,735,3,118,354
166,36,1,11,38,3,47,141
167,37,18,134,420,3,134,402
168,38,23,35,16,2,656,1312
169,38,23,35,24,3,66,198
170,38,23,35,23,1,315,315
171,38,23,35,14,2,777,1554
172,38,23,35,3,2,115,230
173,38,23,35,18,3,75,225
174,38,23,35,69,3,578,1734
175,39,4,191,243,2,446,892
176,39,4,191,9,2,683,1366
177,39,4,191,7,3,540,1620
178,40,1,46,7,2,540,1080
179,40,1,46,153,1,1411,1411
180,40,1,46,5,1,87,87
181,40,1,46,20,3,498,1494
182,40,1,46,9,2,683,1366
183,40,1,46,1732,2,564,1128
184,41,809,131,8,2,50,100
185,41,809,131,31,3,1124,3372
186,41,809,131,38,2,47,94
187,41,809,131,451,2,1651,3302
188,41,809,131,156,1,2571,2571
189,41,809,131,5,1,87,87
190,41,809,131,415,3,1114,3342
191,42,60,141,94,1,162,162
192,42,60,141,262,1,105,105
193,42,60,141,2,3,117,351
194,42,60,141,495,3,4781,14343
195,42,60,141,1,2,798,1596
196,42,60,141,110,1,372,372
197,42,60,141,36,2,1195,2390
198,43,273,113,92,3,122,366
199,43,273,113,5,3,87,261
200,43,273,113,3,1,115,115
201,43,273,113,96,3,370,1110
202,43,273,113,1,1,798,798
203,44,5,26,411,2,76,152
204,44,5,26,1101,1,752,752
205,44,5,26,507,2,81,162
206,44,5,26,15,1,4919,4919
207,44,5,26,302,2,489,978
208,44,5,26,16,3,656,1968
209,45,1,44,190,3,28,84
210,45,1,44,55,2,111,222
211,45,1,44,225,3,40,120
212,45,1,44,478,2,32,64
213,45,1,44,2,3,117,351
214,45,1,44,435,1,468,468
215,45,1,44,82,1,1133,1133
216,45,1,44,3,2,115,230
217,46,3,150,4,1,298,298
218,46,3,150,3,1,115,115
219,46,3,150,1,1,798,798
220,46,3,150,606,2,83,166
221,46,3,150,7,2,540,1080
222,46,3,150,44,3,2419,7257
223,46,3,150,16,3,656,1968
224,47,2,199,41,2,1571,3142
225,47,2,199,209,2,99,198
226,47,2,199,45,1,572,572
227,47,2,199,10,2,193,386
228,48,1,30,166,2,3600,7200
229,48,1,30,191,1,69,69
230,48,1,30,51,1,1434,1434
231,48,1,30,1450,3,246,738
232,48,1,30,2,3,117,351
233,48,1,30,4,3,298,894
234,48,1,30,1344,1,177,177
235,49,32,155,3,2,115,230
236,49,32,155,12,1,383,383
237,49,32,155,2,2,117,234
238,49,32,155,14,3,777,2331
239,49,32,155,32,1,1436,1436
240,49,32,155,10,3,193,579
241,49,32,155,1,2,798,1596
242,49,32,155,1822,1,161,161
243,50,4,43,122,2,349,698
244,50,4,43,16,3,656,1968
245,50,4,43,631,3,665,1995
246,51,25,41,67,2,3110,6220
247,51,25,41,403,2,530,1060
248,52,452,5,12,1,383,383
249,52,452,5,36,1,1195,1195
250,53,159,29,2,3,117,351
251,53,159,29,80,3,2059,6177
252,53,159,29,371,2,531,1062
253,53,159,29,53,1,11,11
254,53,159,29,155,3,1911,5733
255,53,159,29,8,3,50,150
256,53,159,29,119,3,1030,3090
257,53,159,29,1,3,798,2394
258,54,7,77,276,1,138,138
259,54,7,77,516,1,149,149
260,54,7,77,18,3,75,225
261,54,7,77,25,2,173,346
262,55,980,173,25,2,173,346
263,55,980,173,8,3,50,150
264,55,980,173,3,2,115,230
265,55,980,173,22,3,3651,10953
266,55,980,173,34,3,3245,9735
267,55,980,173,77,3,1916,5748
268,55,980,173,9,2,683,1366
269,56,509,163,100,1,573,573
270,56,509,163,28,2,181,362
271,56,509,163,598,1,4521,4521
272,57,7,120,22,1,3651,3651
273,57,7,120,42,1,115,115
274,58,130,117,226,2,333,666
275,58,130,117,40,1,1341,1341
276,58,130,117,11,3,1209,3627
277,58,130,117,2,3,117,351
278,58,130,117,10,2,193,386
279,59,5,13,219,1,1426,1426
280,59,5,13,108,3,551,1653
281,59,5,13,1326,2,129,258
282,59,5,13,39,3,110,330
283,59,5,13,2,2,117,234
284,60,753,173,3,2,115,230
285,60,753,173,7,3,540,1620
286,60,753,173,2,1,117,117
287,60,753,173,27,2,1646,3292
288,60,753,173,145,1,261,261
289,60,753,173,347,3,86,258
290,60,753,173,1686,2,180,360
291,61,163,122,24,3,66,198
292,61,163,122,128,2,251,502
293,61,163,122,32,1,1436,1436
294,61,163,122,626,2,325,650
295,61,163,122,15,2,4919,9838
296,61,163,122,107,2,618,1236
297,62,354,153,376,3,252,756
298,62,354,153,18,3,75,225
299,62,354,153,5,3,87,261
300,62,354,153,53,3,11,33
301,62,354,153,19,1,1961,1961
302,62,354,153,274,2,1642,3284
303,62,354,153,28,2,181,362
304,62,354,153,1781,2,182,364
305,63,2,144,1294,1,731,731
306,63,2,144,18,2,75,150
307,63,2,144,1,2,798,1596
308,63,2,144,57,2,406,812
309,63,2,144,678,2,100,200
310,64,672,96,325,3,78,234
311,64,672,96,21,3,182,546
312,64,672,96,109,3,40,120
313,64,672,96,1562,3,110,330
314,64,672,96,36,3,1195,3585
315,64,672,96,11,2,1209,2418
316,64,672,96,721,3,711,2133
317,65,163,134,9,1,683,683
318,66,12,45,57,3,406,1218
319,66,12,45,58,2,92,184
320,66,12,45,187,3,444,1332
321,66,12,45,659,3,71,213
322,66,12,45,5,1,87,87
323,66,12,45,364,2,143,286
324,67,7,37,1170,2,158,316
325,67,7,37,8,3,50,150
326,67,7,37,205,2,539,1078
327,67,7,37,72,1,893,893
328,67,7,37,9,2,683,1366
329,68,1,20,217,1,693,693
330,68,1,20,11,1,1209,1209
331,68,1,20,24,1,66,66
332,68,1,20,805,1,1200,1200
333,68,1,20,209,2,99,198
334,68,1,20,382,3,144,432
335,68,1,20,7,1,540,540
336,69,32,96,661,2,1538,3076
337,70,13,84,635,2,113,226
338,70,13,84,21,1,182,182
339,70,13,84,1108,2,1337,2674
340,70,13,84,37,3,723,2169
341,70,13,84,371,2,531,1062
342,70,13,84,260,1,436,436
343,71,1,92,1325,2,1113,2226
344,71,1,92,324,3,56,168
345,71,1,92,2,3,117,351
346,71,1,92,7,3,540,1620
347,72,417,59,9,1,683,683
348,72,417,59,132,2,3915,7830
349,72,417,59,374,1,397,397
350,72,417,59,59,1,1636,1636
351,72,417,59,1631,2,115,230
352,73,1,57,130,1,144,144
353,73,1,57,1924,1,10,10
354,73,1,57,3,1,115,115
355,73,1,57,35,3,1236,3708
356,73,1,57,181,2,179,358
357,73,1,57,5,2,87,174
358,73,1,57,283,3,139,417
359,73,1,57,7,2,540,1080
360,74,6,106,565,2,336,672
361,75,3,152,24,2,66,132
362,75,3,152,509,3,3518,10554
363,75,3,152,1172,1,53,53
364,75,3,152,3,3,115,345
365,75,3,152,2,1,117,117
366,75,3,152,25,2,173,346
367,76,37,33,92,2,122,244
368,76,37,33,1,3,798,2394
369,76,37,33,998,1,237,237
370,76,37,33,1080,2,15,30
371,76,37,33,932,3,3810,11430
372,76,37,33,9,3,683,2049
373,77,4,166,64,2,683,1366
374,77,4,166,17,1,388,388
375,78,124,5,60,2,583,1166
376,78,124,5,279,3,37,111
377,78,124,5,21,3,182,546
378,78,124,5,1468,1,698,698
379,78,124,5,69,2,578,1156
380,78,124,5,619,3,196,588
381,78,124,5,157,2,768,1536
382,79,647,169,25,3,173,519
383,79,647,169,15,1,4919,4919
384,79,647,169,51,3,1434,4302
385,79,647,169,135,2,354,708
386,79,647,169,11,3,1209,3627
387,80,2,44,258,2,26,52
388,80,2,44,29,2,1254,2508
389,81,93,95,872,3,375,1125
390,81,93,95,84,2,88,176
391,81,93,95,83,1,402,402
392,81,93,95,7,3,540,1620
393,81,93,95,123,2,2551,5102
394,82,10,185,206,2,2175,4350
395,82,10,185,107,1,618,618
396,82,10,185,20,1,498,498
397,82,10,185,129,1,253,253
398,82,10,185,94,3,162,486
399,82,10,185,2,1,117,117
400,82,10,185,497,1,1276,1276
401,83,275,8,1422,2,77,154
402,83,275,8,7,1,540,540
403,83,275,8,97,3,2254,6762
404,83,275,8,20,1,498,498
405,84,4,152,11,1,1209,1209
406,84,4,152,15,3,4919,14757
407,84,4,152,3,3,115,345
408,85,5,87,34,1,3245,3245
409,85,5,87,1282,1,4735,4735
410,85,5,87,207,3,212,636
411,85,5,87,1171,1,856,856
412,85,5,87,9,3,683,2049
413,85,5,87,342,1,1182,1182
414,86,72,61,1,2,798,1596
415,86,72,61,12,2,383,766
416,86,72,61,69,2,578,1156
417,86,72,61,28,2,181,362
418,87,1,33,42,3,115,345
419,87,1,33,432,2,552,1104
420,87,1,33,5,3,87,261
421,87,1,33,17,1,388,388
422,88,36,122,587,1,130,130
423,88,36,122,607,2,133,266
424,88,36,122,643,3,1376,4128
425,89,2,81,1,2,798,1596
426,89,2,81,20,3,498,1494
427,89,2,81,10,3,193,579
428,89,2,81,79,1,826,826
429,89,2,81,5,1,87,87
430,89,2,81,1081,1,549,549
431,90,1,114,539,3,1706,5118
432,90,1,114,16,3,656,1968
433,90,1,114,8,3,50,150
434,90,1,114,9,3,683,2049
435,90,1,114,30,2,1222,2444
436,90,1,114,2,3,117,351
437,90,1,114,253,3,870,2610
438,91,1,26,3,3,115,345
439,91,1,26,12,2,383,766
440,91,1,26,1062,2,4818,9636
441,92,37,7,8,3,50,150
442,92,37,7,1106,2,369,738
443,92,37,7,46,1,1162,1162
444,92,37,7,229,3,1496,4488
445,92,37,7,37,2,723,1446
446,92,37,7,267,2,138,276
447,93,7,43,4,3,298,894
448,93,7,43,17,3,388,1164
449,93,7,43,12,2,383,766
450,93,7,43,85,1,518,518
451,93,7,43,24,1,66,66
452,93,7,43,15,2,4919,9838
453,93,7,43,893,3,1441,4323
454,93,7,43,48,2,472,944
455,94,12,76,3,3,115,345
456,94,12,76,1,2,798,1596
457,94,12,76,157,2,768,1536
458,94,12,76,79,2,826,1652
459,94,12,76,16,3,656,1968
460,94,12,76,768,1,517,517
461,94,12,76,23,2,315,630
462,95,449,81,2,1,117,117
463,96,14,16,160,2,68,136
464,96,14,16,368,2,49,98
465,96,14,16,1250,3,802,2406
466,97,4,166,60,3,583,1749
467,97,4,166,9,2,683,1366
468,97,4,166,6,1,1443,1443
469,97,4,166,14,3,777,2331
470,98,580,117,17,2,388,776
471,98,580,117,1360,2,585,1170
472,98,580,117,1377,3,338,1014
473,98,580,117,20,3,498,1494
474,98,580,117,1510,2,189,378
475,98,580,117,2,3,117,351
476,99,2,199,13,3,604,1812
477,99,2,199,2,2,117,234
478,99,2,199,9,1,683,683
479,99,2,199,15,2,4919,9838
480,99,2,199,41,1,1571,1571
481,99,2,199,208,2,1145,2290
482,100,37,49,75,1,240,240
483,100,37,49,62,1,229,229
484,100,37,49,144,2,305,610
485,100,37,49,82,3,1133,3399
486,101,13,115,2,1,117,117
487,101,13,115,36,3,1195,3585
488,101,13,115,7,1,540,540
489,101,13,115,3,1,115,115
490,101,13,115,12,1,383,383
491,101,13,115,160,1,68,68
492,102,486,73,32,2,1436,2872
493,102,486,73,2,1,117,117
494,102,486,73,709,3,198,594
495,102,486,73,21,1,182,182
496,103,191,40,109,3,40,120
497,103,191,40,1252,2,397,794
498,104,102,94,19,2,1961,3922
499,104,102,94,3,2,115,230
500,105,1,141,33,2,1143,2286
501,105,1,141,2,2,117,234
502,105,1,141,266,2,109,218
503,106,2,173,2,2,117,234
504,106,2,173,493,2,434,868
505,106,2,173,58,3,92,276
506,106,2,173,216,3,749,2247
507,106,2,173,19,2,1961,3922
508,107,1,148,163,3,165,495
509,107,1,148,426,2,156,312
510,107,1,148,75,2,240,480
511,107,1,148,21,1,182,182
512,107,1,148,1216,2,705,1410
513,107,1,148,11,3,1209,3627
514,108,129,30,382,2,144,288
515,108,129,30,19,3,1961,5883
516,108,129,30,107,1,618,618
517,108,129,30,106,3,1440,4320
518,108,129,30,523,3,1862,5586
519,108,129,30,11,3,1209,3627
520,109,17,159,150,3,185,555
521,109,17,159,783,3,3583,10749
522,109,17,159,1,1,798,798
523,109,17,159,335,1,28,28
524,109,17,159,141,3,186,558
525,109,17,159,20,2,498,996
526,109,17,159,778,1,386,386
527,110,2,11,57,3,406,1218
528,110,2,11,9,2,683,1366
529,110,2,11,30,2,1222,2444
530,110,2,11,228,3,1250,3750
531,110,2,11,40,1,1341,1341
532,110,2,11,22,2,3651,7302
533,110,2,11,20,2,498,996
534,110,2,11,23,2,315,630
535,111,64,96,35,2,1236,2472
536,111,64,96,2,2,117,234
537,111,64,96,557,1,86,86
538,111,64,96,121,2,83,166
539,111,64,96,3,2,115,230
540,111,64,96,4,2,298,596
541,112,8,5,7,2,540,1080
542,112,8,5,1440,2,4343,8686
543,112,8,5,12,2,383,766
544,112,8,5,1654,3,600,1800
545,113,115,97,24,1,66,66
546,113,115,97,1,1,798,798
547,113,115,97,110,1,372,372
548,113,115,97,53,3,11,33
549,113,115,97,6,2,1443,2886
550,113,115,97,3,2,115,230
551,113,115,97,48,1,472,472
552,114,3,188,1829,1,102,102
553,114,3,188,228,3,1250,3750
554,115,250,39,18,1,75,75
555,115,250,39,57,3,406,1218
556,115,250,39,9,2,683,1366
557,115,250,39,12,1,383,383
558,115,250,39,15,3,4919,14757
559,115,250,39,62,1,229,229
560,115,250,39,28,1,181,181
561,115,250,39,2,1,117,117
562,116,4,104,803,3,172,516
563,116,4,104,903,3,327,981
564,116,4,104,18,3,75,225
565,116,4,104,5,1,87,87
566,116,4,104,181,2,179,358
567,117,130,140,15,2,4919,9838
568,117,130,140,789,3,165,495
569,117,130,140,9,1,683,683
570,117,130,140,25,3,173,519
571,117,130,140,59,1,1636,1636
572,117,130,140,1633,1,203,203
573,117,130,140,92,2,122,244
574,118,2,10,11,2,1209,2418
575,118,2,10,1976,1,2969,2969
576,118,2,10,1,2,798,1596
577,118,2,10,100,2,573,1146
578,118,2,10,353,1,510,510
579,118,2,10,10,2,193,386
580,119,76,168,12,1,383,383
581,120,57,25,6,1,1443,1443
582,120,57,25,2,2,117,234
583,120,57,25,16,2,656,1312
584,120,57,25,3,3,115,345
585,120,57,25,263,1,1319,1319
586,120,57,25,5,1,87,87
587,120,57,25,1433,3,4682,14046
588,121,35,12,2,3,117,351
589,121,35,12,56,1,1250,1250
590,121,35,12,1552,1,1468,1468
591,121,35,12,9,2,683,1366
592,121,35,12,168,1,121,121
593,121,35,12,1553,2,1838,3676
594,121,35,12,348,3,586,1758
595,122,7,46,593,2,1839,3678
596,122,7,46,235,3,170,510
597,122,7,46,7,2,540,1080
598,122,7,46,412,2,157,314
599,123,908,72,552,3,247,741
600,123,908,72,2,2,117,234
601,123,908,72,158,2,305,610
602,123,908,72,287,3,1076,3228
603,123,908,72,6,1,1443,1443
604,124,2,173,7,1,540,540
605,125,1,97,16,3,656,1968
606,125,1,97,34,1,3245,3245
607,126,2,43,26,2,782,1564
608,126,2,43,11,2,1209,2418
609,126,2,43,12,2,383,766
610,126,2,43,291,3,45,135
611,127,1,43,175,1,556,556
612,127,1,43,427,2,3180,6360
613,127,1,43,272,2,172,344
614,127,1,43,1006,1,189,189
615,127,1,43,2,2,117,234
616,128,8,66,263,2,1319,2638
617,129,1,166,15,3,4919,14757
618,130,2,61,160,1,68,68
619,130,2,61,1073,3,1421,4263
620,130,2,61,186,1,31,31
621,131,1,105,532,2,149,298
622,131,1,105,2,2,117,234
623,131,1,105,8,2,50,100
624,131,1,105,25,3,173,519
625,131,1,105,159,3,778,2334
626,131,1,105,261,1,599,599
627,131,1,105,167,3,589,1767
628,131,1,105,438,1,162,162
629,132,36,196,55,1,111,111
630,132,36,196,9,3,683,2049
631,132,36,196,712,2,281,562
632,132,36,196,2,3,117,351
633,132,36,196,11,2,1209,2418
634,132,36,196,36,3,1195,3585
635,132,36,196,13,2,604,1208
636,133,780,141,6,1,1443,1443
637,133,780,141,17,1,388,388
638,133,780,141,570,2,142,284
639,134,359,67,22,1,3651,3651
640,134,359,67,35,3,1236,3708
641,134,359,67,7,3,540,1620
642,134,359,67,135,1,354,354
643,134,359,67,279,3,37,111
644,134,359,67,327,1,167,167
645,135,1,178,42,1,115,115
646,135,1,178,9,3,683,2049
647,136,109,97,2,3,117,351
648,136,109,97,22,3,3651,10953
649,136,109,97,80,3,2059,6177
650,136,109,97,172,3,21,63
651,137,126,31,5,3,87,261
652,137,126,31,42,2,115,230
653,137,126,31,536,1,1579,1579
654,138,42,14,96,1,370,370
655,138,42,14,29,1,1254,1254
656,139,1,43,21,3,182,546
657,139,1,43,59,2,1636,3272
658,140,35,186,1422,2,77,154
659,140,35,186,16,3,656,1968
660,140,35,186,176,3,87,261
661,140,35,186,1850,1,1038,1038
662,140,35,186,20,1,498,498
663,141,50,155,3,3,115,345
664,141,50,155,1174,3,1090,3270
665,141,50,155,53,3,11,33
666,141,50,155,8,1,50,50
667,142,4,6,21,3,182,546
668,142,4,6,382,3,144,432
669,142,4,6,24,2,66,132
670,142,4,6,55,3,111,333
671,142,4,6,223,2,3445,6890
672,142,4,6,1182,2,142,284
673,142,4,6,98,2,34,68
674,142,4,6,102,3,302,906
675,143,22,176,5,3,87,261
676,143,22,176,20,3,498,1494
677,143,22,176,271,1,175,175
678,143,22,176,291,1,45,45
679,143,22,176,2,2,117,234
680,143,22,176,32,3,1436,4308
681,144,2,170,382,1,144,144
682,144,2,170,84,3,88,264
683,145,45,16,12,1,383,383
684,145,45,16,7,3,540,1620
685,145,45,16,3,2,115,230
686,145,45,16,53,3,11,33
687,146,1,200,3,2,115,230
688,146,1,200,159,1,778,778
689,146,1,200,145,3,261,783
690,146,1,200,4,3,298,894
691,146,1,200,7,1,540,540
692,146,1,200,572,3,103,309
693,146,1,200,221,1,138,138
694,146,1,200,84,1,88,88
695,147,34,166,12,2,383,766
696,147,34,166,38,2,47,94
697,147,34,166,1,1,798,798
698,148,10,96,377,2,792,1584
699,148,10,96,278,3,47,141
700,148,10,96,34,2,3245,6490
701,148,10,96,29,2,1254,2508
702,148,10,96,41,2,1571,3142
703,149,2,50,882,3,191,573
704,149,2,50,16,2,656,1312
705,149,2,50,12,3,383,1149
706,149,2,50,184,2,1317,2634
707,149,2,50,581,1,181,181
708,150,47,56,107,3,618,1854
709,150,47,56,334,2,1466,2932
710,150,47,56,572,2,103,206
711,150,47,56,1865,1,134,134
712,150,47,56,4,1,298,298
713,150,47,56,10,2,193,386
714,150,47,56,386,1,907,907
715,150,47,56,31,2,1124,2248
716,151,6,77,279,1,37,37
717,152,38,89,7,3,540,1620
718,152,38,89,34,2,3245,6490
719,152,38,89,54,2,244,488
720,152,38,89,8,3,50,150
721,152,38,89,927,1,351,351
722,153,7,169,404,3,59,177
723,153,7,169,131,2,143,286
724,154,25,40,7,3,540,1620
725,154,25,40,8,2,50,100
726,155,4,111,346,3,105,315
727,155,4,111,15,3,4919,14757
728,155,4,111,576,2,108,216
729,155,4,111,10,3,193,579
730,156,88,43,549,2,321,642
731,156,88,43,814,1,1275,1275
732,157,17,147,439,2,183,366
733,157,17,147,4,1,298,298
734,157,17,147,15,1,4919,4919
735,157,17,147,6,2,1443,2886
736,157,17,147,63,3,1508,4524
737,157,17,147,135,3,354,1062
738,157,17,147,57,1,406,406
739,158,586,191,16,2,656,1312
740,158,586,191,921,3,56,168
741,158,586,191,541,2,1427,2854
742,158,586,191,2,3,117,351
743,158,586,191,15,1,4919,4919
744,158,586,191,47,1,1428,1428
745,158,586,191,86,2,2449,4898
746,158,586,191,22,3,3651,10953
747,159,49,117,9,1,683,683
748,159,49,117,110,2,372,744
749,160,1,181,8,1,50,50
750,160,1,181,6,2,1443,2886
751,160,1,181,2,3,117,351
752,160,1,181,1,1,798,798
753,160,1,181,23,2,315,630
754,160,1,181,9,3,683,2049
755,161,680,157,93,1,373,373
756,161,680,157,37,2,723,1446
757,161,680,157,21,3,182,546
758,161,680,157,36,2,1195,2390
759,161,680,157,58,3,92,276
760,161,680,157,213,2,120,240
761,162,47,76,401,1,479,479
762,162,47,76,2,2,117,234
763,162,47,76,85,3,518,1554
764,163,10,49,5,2,87,174
765,163,10,49,15,3,4919,14757
766,163,10,49,173,2,834,1668
767,163,10,49,72,3,893,2679
768,163,10,49,518,2,703,1406
769,164,6,142,816,1,567,567
770,164,6,142,9,2,683,1366
771,164,6,142,7,1,540,540
772,164,6,142,38,2,47,94
773,164,6,142,23,3,315,945
774,164,6,142,42,2,115,230
775,165,1,122,55,3,111,333
776,165,1,122,24,3,66,198
777,165,1,122,135,2,354,708
778,165,1,122,6,3,1443,4329
779,165,1,122,1025,2,131,262
780,165,1,122,173,3,834,2502
781,166,30,137,1509,1,509,509
782,166,30,137,134,3,239,717
783,167,1,144,1,1,798,798
784,168,792,19,4,2,298,596
785,168,792,19,659,1,71,71
786,168,792,19,1,2,798,1596
787,168,792,19,1579,3,1067,3201
788,168,792,19,663,3,401,1203
789,168,792,19,18,2,75,150
790,169,10,141,116,1,1357,1357
791,169,10,141,15,1,4919,4919
792,169,10,141,1515,2,335,670
793,169,10,141,70,2,615,1230
794,169,10,141,387,2,1046,2092
795,169,10,141,5,1,87,87
796,169,10,141,225,3,40,120
797,169,10,141,1171,3,856,2568
798,170,7,64,890,2,177,354
799,170,7,64,833,2,874,1748
800,170,7,64,68,2,1646,3292
801,170,7,64,2,1,117,117
802,170,7,64,5,2,87,174
803,170,7,64,1,1,798,798
804,170,7,64,178,2,1203,2406
805,170,7,64,149,3,364,1092
806,171,29,163,1,2,798,1596
807,171,29,163,9,2,683,1366
808,171,29,163,16,1,656,656
809,171,29,163,392,3,119,357
810,171,29,163,3,1,115,115
811,171,29,163,524,3,28,84
812,171,29,163,228,1,1250,1250
813,171,29,163,5,1,87,87
814,172,536,82,2,3,117,351
815,172,536,82,977,3,751,2253
816,172,536,82,20,1,498,498
817,172,536,82,106,2,1440,2880
818,173,202,1,25,3,173,519
819,173,202,1,4,3,298,894
820,173,202,1,17,2,388,776
821,173,202,1,11,3,1209,3627
822,173,202,1,8,1,50,50
823,173,202,1,15,2,4919,9838
824,173,202,1,54,3,244,732
825,174,9,58,5,2,87,174
826,174,9,58,134,2,239,478
827,175,2,33,1736,3,311,933
828,176,1,113,8,3,50,150
829,177,117,165,147,3,141,423
830,177,117,165,921,1,56,56
831,177,117,165,27,3,1646,4938
832,177,117,165,1343,1,95,95
