order_id,user_id,shop_id,status,created_time,paid_time,cancel_time,refund_time,gross_amount,discount_rate,discount_amount,coupon_amount,freight_amount,receivable_amount,paid_amount,refund_amount,net_paid_amount,sum_item_qty,distinct_sku_cnt
e060c1d9-bcd2-4152-bed6-fa635d84cb0c,57,66,CANCELLED,2025-12-01 08:52:23.646609,,2025-12-01 09:47:23.646609,,5518,0.0734,405,28,11,5096,0,0,0,9,3
3971b85c-368d-41ed-9ae5-3f0d4e6c1762,2068,84,PAID,2026-02-10 22:29:59.646625,2026-02-10 23:04:59.646625,,,1528,0.0649,99,20,1,1410,1410,0,1410,4,1
89ab1610-76b1-402b-8ba5-0c8f4e2a105e,4881,26,PAID,2025-12-08 03:50:06.646635,2025-12-08 04:22:06.646635,,,1888,0.0289,55,15,13,1831,1831,0,1831,1,1
116724d6-f3b6-443c-924e-db7fc1306f57,2251,68,PAID,2025-11-27 09:22:24.646646,2025-11-27 11:20:24.646646,,,10622,0.0845,898,0,5,9729,9729,0,9729,14,5
90e71803-8c34-4b26-85ae-52b4f7ea3d63,2105,144,PAID,2026-02-04 02:28:47.646669,2026-02-04 02:43:47.646669,,,12609,0.1209,1525,29,5,11060,11060,0,11060,10,4
50c37765-c2ec-4155-814c-756f94652f24,2335,55,PAID,2026-02-12 03:10:32.646689,2026-02-12 04:35:32.646689,,,3144,0.0194,61,7,0,3076,3076,0,3076,4,1
05c75abe-cf9c-4bc0-8fbc-ff40a9bcf262,2660,48,PAID,2025-11-29 01:29:21.646698,2025-11-29 02:45:21.646698,,,5855,0.0681,399,11,14,5459,5459,0,5459,10,2
ee4db8cc-bee4-4679-84ff-17f2c8d82e22,1244,88,PAID,2026-01-18 22:52:57.646710,2026-01-19 00:22:57.646710,,,1848,0.1321,244,18,2,1588,1588,0,1588,3,1
96af5884-521d-4d42-9218-deff9b2d4449,3986,112,PAID,2026-01-18 22:58:44.646720,2026-01-18 23:46:44.646720,,,7246,0.117,848,19,11,6390,6390,0,6390,5,2
c988d766-fa22-4e76-a8d4-a3d006223a50,4628,84,REFUNDED_FULL,2026-02-12 07:55:29.646731,2026-02-12 09:07:29.646731,,2026-02-28 09:07:29.646731,26625,0.192,5113,24,10,21498,21498,21498,0,22,8
17473b76-a0ac-4469-9964-7d844dae2c36,4115,106,PAID,2025-12-25 00:14:40.646761,2025-12-25 01:51:40.646761,,,11571,0.0345,399,29,3,11146,11146,0,11146,8,3
c96df2eb-c982-41e4-a803-4b81c1d74a3e,3141,117,PAID,2025-12-23 03:19:20.646777,2025-12-23 03:44:20.646777,,,15220,0.0333,507,20,15,14708,14708,0,14708,11,3
47896160-7313-407b-ad6d-dfa36d9cd5a2,746,192,UNPAID,2025-11-29 18:26:42.646792,,,,6974,0.0944,659,22,6,6299,0,0,0,5,2
20884050-2b05-4024-813a-a1e6715817eb,2644,31,UNPAID,2026-02-11 10:43:26.646804,,,,12051,0.049,590,23,2,11440,0,0,0,12,3
dc726a10-2fc1-4653-a541-a19880b15793,57,151,PAID,2025-12-23 23:20:12.646819,2025-12-24 00:21:12.646819,,,14923,0.1433,2139,16,14,12782,12782,0,12782,13,5
f9888174-6fed-436a-a7b6-c11bd1411b37,3511,160,UNPAID,2026-01-11 21:09:01.646842,,,,12830,0.0148,190,28,15,12627,0,0,0,11,4
c3d3224b-5b6e-459f-9cee-ff0c85251ad5,2005,151,PAID,2025-11-18 02:04:14.646861,2025-11-18 02:47:14.646861,,,19372,0.0582,1128,30,5,18219,18219,0,18219,13,4
b94d7324-6fae-409b-a8bb-29fb343690f3,4651,127,PAID,2025-12-20 07:31:28.646879,2025-12-20 07:51:28.646879,,,10864,0.0728,791,16,12,10069,10069,0,10069,15,4
4484c1f4-9088-4143-ab8a-76ad18d18835,3908,123,PAID,2025-12-31 18:49:08.646898,2025-12-31 19:09:08.646898,,,12259,0.0028,35,30,2,12196,12196,0,12196,7,3
063d4334-52d8-4e0d-8722-f73198878660,2805,49,PAID,2026-01-26 08:07:39.646913,2026-01-26 09:25:39.646913,,,20823,0.0797,1660,3,10,19170,19170,0,19170,16,4
4c41e1e9-8bd4-4dde-88a2-47cc24e3430b,4157,17,PAID,2025-12-07 22:40:57.646931,2025-12-08 00:32:57.646931,,,1067,0.1046,112,7,8,956,956,0,956,1,1
fa522bfd-4c94-42a5-9543-2b75584f3860,1497,139,PAID,2026-01-14 09:56:50.646941,2026-01-14 11:25:50.646941,,,20375,0.1171,2387,18,15,17985,17985,0,17985,14,4
ea0ddd39-3de9-486e-871c-ec1c08c22ca5,3804,23,CANCELLED,2026-02-08 06:39:05.646959,,2026-02-08 09:26:05.646959,,1462,0.0952,139,3,6,1326,0,0,0,1,1
c6ca1318-5e88-48de-89c7-c33e57515a2b,4902,95,PAID,2025-12-02 02:36:50.646969,2025-12-02 04:27:50.646969,,,21797,0.0599,1306,27,7,20471,20471,0,20471,25,6
fd2a94f4-4cc2-46fa-999e-94ea7d65e957,2795,56,PAID,2026-01-05 19:28:18.646993,2026-01-05 20:25:18.646993,,,522,0.0638,33,16,15,488,488,0,488,2,1
0beb9f36-6497-4815-af0e-4061d7b8870c,4062,39,UNPAID,2025-12-21 07:10:09.647004,,,,7592,0.0387,294,3,7,7302,0,0,0,4,1
77cbad15-6635-484f-bb17-2eb42786077e,1747,61,PAID,2025-12-09 01:04:49.647013,2025-12-09 01:18:49.647013,,,13150,0.1307,1719,25,13,11419,11419,0,11419,9,4
88bdbf5c-53ee-4ba9-9915-d07b944c609d,2207,49,PAID,2026-01-07 04:45:38.647030,2026-01-07 05:04:38.647030,,,5490,0.1525,837,0,12,4665,4665,0,4665,7,2
ca3648ea-e96d-4717-ab12-3a5355674ecf,454,195,PAID,2026-01-28 01:37:33.647043,2026-01-28 03:16:33.647043,,,5117,0.0644,329,25,12,4775,4775,0,4775,5,2
68c48b1c-74a0-4b47-a76d-fed4ad8248c0,2669,111,PAID,2026-01-17 19:46:34.647056,2026-01-17 20:51:34.647056,,,4490,0.1186,532,30,1,3929,3929,0,3929,4,2
94a53688-1321-45e1-8297-c0be68f98daa,3196,138,CANCELLED,2025-12-14 09:09:51.647069,,2025-12-14 10:25:51.647069,,28874,0.1379,3982,4,2,24890,0,0,0,31,8
d427755c-7932-4376-b340-6343a36b62d9,2572,193,PAID,2025-12-19 10:26:23.647101,2025-12-19 10:50:23.647101,,,10038,0.0281,282,20,13,9749,9749,0,9749,6,2
b76d0dda-19c3-4821-9b49-012b542011be,3501,77,PAID,2026-02-07 23:01:20.647114,2026-02-07 23:09:20.647114,,,11462,0.1148,1316,14,6,10138,10138,0,10138,20,6
b884a18b-03d1-4a4d-92cd-5ee741369e56,599,153,PAID,2026-01-10 01:18:16.647140,2026-01-10 02:16:16.647140,,,16604,0.0017,28,10,13,16579,16579,0,16579,19,5
2d49cdf7-3536-4a40-94cd-6d461bebe198,1233,54,PAID,2025-11-20 06:22:08.647162,2025-11-20 07:31:08.647162,,,1953,0.0052,10,19,1,1925,1925,0,1925,10,3
44cfe6ab-143c-432a-b6a8-146bff4cf833,1044,107,REFUNDED_PART,2026-01-04 06:46:47.647178,2026-01-04 08:45:47.647178,,2026-01-12 08:45:47.647178,11387,0.0761,866,14,14,10521,10521,3256,7265,11,4
1b7cc600-f335-44c3-8409-59c54bffd87e,1685,155,PAID,2026-01-30 14:52:48.647197,2026-01-30 15:15:48.647197,,,3966,0.1991,790,13,6,3169,3169,0,3169,7,3
1f622e28-9c28-46cd-8db5-c052b5a0962f,1724,197,PAID,2025-12-30 00:51:29.647213,2025-12-30 01:24:29.647213,,,11475,0.0868,996,27,9,10461,10461,0,10461,8,3
7a317b0e-0789-482c-bd49-a7b0dbe23793,1879,200,UNPAID,2025-11-24 04:04:22.647230,,,,7489,0.1192,893,6,9,6599,0,0,0,12,5
14c839ac-2658-4227-9bcb-b90172b0ab08,3045,123,PAID,2025-12-23 11:58:59.647249,2025-12-23 12:21:59.647249,,,15708,0.0068,108,27,4,15577,15577,0,15577,15,6
7ac64af8-9fc7-4715-abdf-97c38818fde2,3340,12,PAID,2025-11-29 23:08:19.647272,2025-11-29 23:30:19.647272,,,1005,0.084,84,2,3,922,922,0,922,3,1
1e8718ed-dee3-4ec6-a7c1-5858c2fd8734,3897,89,PAID,2025-12-08 02:13:32.647291,2025-12-08 02:31:32.647291,,,20224,0.0439,887,4,4,19337,19337,0,19337,16,5
5d01ecd0-ae6e-4186-830c-18d70fefecf9,1848,131,PAID,2025-12-25 07:58:57.647315,2025-12-25 09:52:57.647315,,,5392,0.075,404,4,1,4985,4985,0,4985,7,3
85976a72-62fe-4eb5-af1a-7542c90b70c1,3155,126,PAID,2026-01-22 17:44:21.647330,2026-01-22 18:03:21.647330,,,10608,0.1257,1334,26,12,9260,9260,0,9260,7,3
bf736f23-2266-4162-a841-24ca8e2b35ba,3704,198,PAID,2026-01-11 22:23:09.647344,2026-01-11 23:20:09.647344,,,9740,0.1993,1942,5,8,7801,7801,0,7801,5,1
daa0d1ec-9855-434b-9be4-7e19242c3760,2794,163,PAID,2025-12-06 01:38:48.647353,2025-12-06 03:03:48.647353,,,4953,0.0126,63,11,13,4892,4892,0,4892,3,1
460d85d8-2870-434b-bf17-5becf8ae3b5f,209,195,PAID,2026-01-16 01:36:22.647363,2026-01-16 03:23:22.647363,,,2130,0.0614,131,13,2,1988,1988,0,1988,3,1
349ad05d-a9be-409a-9c8b-7970535559af,4135,42,PAID,2025-12-11 11:09:55.647373,2025-12-11 11:28:55.647373,,,15605,0.0317,495,21,5,15094,15094,0,15094,18,5
312d2d61-3cae-45d5-8798-96e212f21738,1854,173,PAID,2026-01-25 22:34:12.647393,2026-01-25 23:53:12.647393,,,8026,0.1787,1435,14,10,6587,6587,0,6587,5,2
ebf98936-077b-4353-bfd6-8d7c4e2cebbe,1116,144,PAID,2026-02-05 09:06:36.647405,2026-02-05 10:37:36.647405,,,13346,0.1529,2041,25,7,11287,11287,0,11287,8,3
e37653a9-9375-473c-ad84-233332d3feee,3206,160,PAID,2025-12-25 20:43:40.647420,2025-12-25 21:08:40.647420,,,6528,0.1479,966,30,4,5536,5536,0,5536,6,2
656cf508-fe23-4e6f-9b64-eb59186c6b31,1687,84,PAID,2026-01-04 17:52:07.647433,2026-01-04 19:14:07.647433,,,4080,0.1197,488,7,14,3599,3599,0,3599,5,1
8feeb5fc-8d37-4fa8-97d1-5accc5cad1ca,2448,166,PAID,2025-11-28 01:43:04.647442,2025-11-28 02:03:04.647442,,,2592,0.0763,198,28,8,2374,2374,0,2374,3,1
18d8b977-0435-47be-9b7b-d3c33f7fccda,925,126,PAID,2026-01-24 00:31:07.647452,2026-01-24 02:09:07.647452,,,1865,0.1673,312,30,13,1536,1536,0,1536,3,2
149e18af-579d-4d7d-be52-c9722c969789,3455,14,UNPAID,2026-01-10 08:13:00.647465,,,,21236,0.1213,2577,18,12,18653,0,0,0,17,6
d61a5b10-a8c2-42ad-b37b-c1272d446b61,4970,103,CANCELLED,2025-12-28 16:43:40.647488,,2025-12-28 19:22:40.647488,,1557,0.0235,37,24,7,1503,0,0,0,1,1
5e01e44d-34f6-4723-a2a8-7c568aac410e,2955,117,PAID,2025-11-29 02:54:08.647498,2025-11-29 04:39:08.647498,,,6218,0.188,1169,26,13,5036,5036,0,5036,7,2
8177574d-97c3-442e-b523-1bd4ccee0682,211,46,PAID,2025-11-26 06:17:01.647511,2025-11-26 06:30:01.647511,,,2149,0.0705,151,30,7,1975,1975,0,1975,4,2
e1254d4c-9bef-409c-8f30-187213c93bfe,2267,84,UNPAID,2025-12-17 19:08:53.647523,,,,5869,0.1562,917,5,15,4962,0,0,0,5,2
b92a16a4-eede-4a77-babb-7492cc829eea,729,65,PAID,2026-01-16 06:44:10.647536,2026-01-16 08:31:10.647536,,,3232,0.1279,413,24,12,2807,2807,0,2807,4,2
a30cc441-0497-4927-b188-92779d6b5aea,1657,55,PAID,2026-01-01 05:59:27.647548,2026-01-01 07:43:27.647548,,,1909,0.1164,222,29,9,1667,1667,0,1667,3,2
09afa31e-4832-490e-b37a-32d8dbbb4499,4587,107,PAID,2025-11-17 15:29:46.647560,2025-11-17 15:55:46.647560,,,2840,0.1704,484,4,10,2362,2362,0,2362,5,1
97d54e9a-0cb5-42b7-878d-c583555d26d3,4365,69,PAID,2025-12-27 14:29:16.647569,2025-12-27 16:18:16.647569,,,19992,0.0594,1187,30,0,18775,18775,0,18775,19,7
9088e625-80e8-4a09-a7d7-aaaae45d4303,3959,172,PAID,2025-12-05 21:34:38.647595,2025-12-05 21:59:38.647595,,,3620,0.0523,189,25,11,3417,3417,0,3417,10,2
784c29a2-a4dc-466d-96f9-614e38d8470a,2160,84,PAID,2026-01-15 06:36:15.647607,2026-01-15 07:46:15.647607,,,2612,0.0258,67,29,15,2531,2531,0,2531,4,2
62897a30-8fa4-4524-96f2-95ebc95e00c4,4386,63,PAID,2025-11-29 09:57:57.647620,2025-11-29 11:30:57.647620,,,3314,0.092,305,14,15,3010,3010,0,3010,8,2
3de62ac5-75dd-44b6-9ec9-e31fa8d464ba,4842,84,REFUNDED_PART,2026-01-24 17:27:20.647632,2026-01-24 18:39:20.647632,,2026-02-08 18:39:20.647632,1288,0.0504,65,28,0,1195,1195,614,581,6,3
e171fce1-5df9-40de-bf3a-1184b43080c6,4021,84,PAID,2026-01-28 03:50:02.647648,2026-01-28 04:18:02.647648,,,15421,0.1942,2994,1,11,12437,12437,0,12437,15,4
f2def467-a2f2-4d79-bb26-d75d08117bed,4813,28,REFUNDED_PART,2025-11-28 15:56:39.647667,2025-11-28 17:04:39.647667,,2025-12-12 17:04:39.647667,9580,0.161,1542,12,15,8041,8041,1126,6915,12,4
296a0854-254d-4edb-9987-fc53d0f257e8,2813,43,PAID,2026-01-23 02:35:30.647687,2026-01-23 04:28:30.647687,,,4262,0.0679,290,24,3,3951,3951,0,3951,5,2
c71e610c-a618-417b-8745-1df469c32f08,4292,54,CANCELLED,2026-02-06 21:58:35.647700,,2026-02-06 22:18:35.647700,,7171,0.1273,913,15,5,6248,0,0,0,10,4
073d1870-2470-40be-85bd-978ff3036c78,4385,47,PAID,2025-11-19 12:37:45.647719,2025-11-19 13:54:45.647719,,,10032,0.0061,61,1,3,9973,9973,0,9973,9,2
3d5b4a6f-adb4-475e-877f-12d8eebe9439,2554,188,UNPAID,2025-11-19 11:41:31.647732,,,,12723,0.1888,2402,21,2,10302,0,0,0,14,3
e7fb6d8a-381e-4540-9188-fb89d994b5e3,2772,51,PAID,2025-12-14 11:24:12.647746,2025-12-14 13:06:12.647746,,,5126,0.1824,935,18,12,4185,4185,0,4185,9,2
7838b8dc-5089-45cf-86cd-e56fe773c15c,4476,128,PAID,2026-01-28 01:57:11.647759,2026-01-28 03:35:11.647759,,,5412,0.0754,408,15,0,4989,4989,0,4989,4,1
41104dcc-6ef7-4446-94ad-a4ac0fc6cc4d,4025,24,PAID,2025-11-28 04:06:17.647769,2025-11-28 04:46:17.647769,,,5891,0.0347,204,10,1,5678,5678,0,5678,8,3
f6893e37-e058-43d3-a6a2-918de595022f,4377,9,REFUNDED_PART,2025-12-27 11:24:26.647785,2025-12-27 12:10:26.647785,,2026-01-14 12:10:26.647785,552,0.1698,94,16,11,453,453,223,230,4,1
77548e70-1f3d-48ae-ac6c-593bbb908c3e,367,184,UNPAID,2026-01-22 10:11:37.647795,,,,5781,0.1969,1138,12,7,4638,0,0,0,6,4
29f61170-6af0-4e08-b97e-1cec4e16712a,3046,185,PAID,2026-01-26 13:06:10.647813,2026-01-26 14:23:10.647813,,,3778,0.0818,309,0,13,3482,3482,0,3482,6,2
9e34cafe-88e0-4a71-82e4-57c637074904,3389,73,PAID,2026-01-21 00:29:07.647826,2026-01-21 01:02:07.647826,,,1246,0.0231,29,28,15,1204,1204,0,1204,4,3
1aef2033-6643-4a10-abeb-8890972a02ce,545,43,PAID,2026-01-13 03:45:45.647842,2026-01-13 04:22:45.647842,,,19074,0.0254,485,1,15,18603,18603,0,18603,12,3
7ec38a26-f412-432e-98cc-5bb152d74de6,3923,25,PAID,2025-12-27 11:32:39.647859,2025-12-27 11:43:39.647859,,,12069,0.0636,767,18,0,11284,11284,0,11284,10,4
008ef921-faed-4f59-bbbe-763b93dcac3f,1252,67,REFUNDED_PART,2026-01-23 05:30:48.647879,2026-01-23 06:30:48.647879,,2026-01-30 06:30:48.647879,19758,0.0322,637,17,10,19114,19114,1660,17454,20,6
45121cef-1ab4-4f2c-89fb-323ab299f82f,534,81,PAID,2025-11-27 12:04:27.647906,2025-11-27 13:37:27.647906,,,10036,0.1874,1881,20,12,8147,8147,0,8147,15,6
e8eb65de-95fc-4822-8a29-a2a28f469e03,2314,138,PAID,2026-01-15 00:24:00.647930,2026-01-15 01:43:00.647930,,,8880,0.0289,256,20,5,8609,8609,0,8609,9,2
dfcf4fb6-e934-430b-888d-3eb3016bfb29,3183,200,CANCELLED,2025-12-29 17:29:54.647944,,2025-12-29 19:24:54.647944,,13926,0.0927,1291,10,10,12635,0,0,0,17,5
7d6f29d5-5046-44ed-b72a-2593ed41ed3e,3268,31,PAID,2026-01-14 10:21:41.647967,2026-01-14 11:53:41.647967,,,4385,0.1096,481,24,13,3893,3893,0,3893,5,1
c01310e0-3e4a-43d4-bba9-7bfd472fec37,3071,128,PAID,2026-01-27 01:08:24.647977,2026-01-27 01:22:24.647977,,,15256,0.0769,1173,16,13,14080,14080,0,14080,12,3
46be4c86-7de0-4ef4-920b-566d79d6f9a6,1478,190,UNPAID,2026-01-19 04:12:29.647992,,,,20522,0.0937,1923,27,4,18576,0,0,0,11,3
a95b682b-383e-499a-9cba-c9c07ee46334,3987,63,CANCELLED,2025-11-27 22:56:33.648007,,2025-11-28 01:41:33.648007,,12748,0.1167,1488,26,14,11248,0,0,0,12,5
62348628-6866-4e57-86bd-7394d597b6e6,3892,66,PAID,2026-01-07 14:33:55.648029,2026-01-07 16:16:55.648029,,,6299,0.14,882,8,7,5416,5416,0,5416,9,3
78b80701-acf9-4424-a749-259059eb71b4,929,131,PAID,2025-12-20 14:43:35.648044,2025-12-20 16:20:35.648044,,,2524,0.0954,241,24,0,2259,2259,0,2259,4,1
a5b0c08f-83db-458b-b674-99cd8fe408b4,4802,138,PAID,2025-12-19 20:57:56.648053,2025-12-19 22:11:56.648053,,,379,0.1771,67,2,11,321,321,0,321,1,1
62e996a6-c72a-4097-83ba-8e7e11789604,565,40,PAID,2025-11-20 03:55:46.648062,2025-11-20 05:53:46.648062,,,3444,0.0585,201,25,2,3220,3220,0,3220,2,1
4ae57e6b-4b40-4080-aa77-708475e6f86a,2906,121,PAID,2026-02-11 19:37:10.648072,2026-02-11 21:32:10.648072,,,16604,0.1299,2157,22,9,14434,14434,0,14434,11,3
ef55349b-1642-4705-8498-60bd73f3f8e1,2156,84,PAID,2026-02-09 08:19:37.648087,2026-02-09 09:55:37.648087,,,35463,0.1438,5100,17,6,30352,30352,0,30352,31,8
55a44b30-6356-4e26-9d8c-216e484adce1,4005,58,UNPAID,2025-12-19 15:10:24.648116,,,,4420,0.1446,639,23,10,3768,0,0,0,7,5
c2df41cd-15cb-4621-b249-e45d24d7ba1f,577,37,PAID,2025-12-17 19:17:12.648137,2025-12-17 21:09:12.648137,,,11661,0.1853,2161,5,2,9497,9497,0,9497,7,2
e76ca43e-6bc2-4215-a946-9e7f3e22262c,751,2,PAID,2026-01-16 10:36:25.648150,2026-01-16 10:43:25.648150,,,12357,0.037,457,0,2,11902,11902,0,11902,13,4
f39d83a3-e1fa-425b-80f4-bbb1755a8f35,1441,195,PAID,2025-12-06 21:18:35.648167,2025-12-06 21:43:35.648167,,,9633,0.1649,1588,23,7,8029,8029,0,8029,11,4
8e4b1a16-520f-4031-a055-a462f9819248,4347,3,CANCELLED,2025-11-19 09:05:52.648185,,2025-11-19 10:22:52.648185,,5794,0.1543,894,29,11,4882,0,0,0,12,4
409a3728-0551-433c-b47c-408a342e34e8,4961,136,UNPAID,2026-01-12 06:38:38.648203,,,,7344,0.0341,251,22,11,7082,0,0,0,9,3
22b8c133-3a58-4b6d-a8af-ef9555d4c130,3357,89,PAID,2025-12-25 01:22:50.648217,2025-12-25 03:14:50.648217,,,13360,0.1892,2528,6,3,10829,10829,0,10829,11,5
ac5c72a7-d7a4-4578-a228-4b34863dbd73,135,75,PAID,2026-01-02 11:03:38.648238,2026-01-02 11:06:38.648238,,,16772,0.1895,3178,5,15,13604,13604,0,13604,11,3
1bc5ae0f-3ba6-453b-8885-a97a1bca9a00,490,69,UNPAID,2026-01-04 00:54:16.648253,,,,6608,0.0621,411,19,13,6191,0,0,0,10,3
59e6a21a-53a2-4b8e-a65e-dc7ddafaef76,999,121,PAID,2026-01-02 04:40:02.648268,2026-01-02 06:24:02.648268,,,14358,0.1574,2259,17,10,12092,12092,0,12092,12,4
4a90c678-784c-4703-a869-12eb512c6ccd,4729,161,PAID,2026-01-29 06:32:35.648294,2026-01-29 08:13:35.648294,,,7091,0.0768,545,4,10,6552,6552,0,6552,8,3
c3a823aa-ea42-4c42-9d20-8aea0063e5f0,667,104,PAID,2026-01-11 15:49:26.648310,2026-01-11 16:47:26.648310,,,3320,0.0447,148,0,10,3182,3182,0,3182,4,2
bb58a175-0518-468b-82e0-efe77afa894c,2918,167,PAID,2026-01-27 08:19:48.648322,2026-01-27 09:00:48.648322,,,13666,0.0121,166,28,6,13478,13478,0,13478,8,3
4064c1d5-03da-48dc-af33-1fdeba5d24af,4289,162,PAID,2025-12-28 02:51:36.648337,2025-12-28 04:21:36.648337,,,23929,0.0215,516,8,14,23419,23419,0,23419,20,5
7c780e7b-edb7-48d6-8ec3-c290127bbd70,2261,44,PAID,2026-01-09 12:19:47.648358,2026-01-09 13:35:47.648358,,,696,0.1735,121,17,15,573,573,0,573,1,1
7a77db90-5a83-4e0b-bd56-0d6fe57461d1,3022,32,PAID,2025-12-27 22:13:52.648368,2025-12-27 22:17:52.648368,,,2385,0.0079,19,16,1,2351,2351,0,2351,6,3
1e11ab45-f0cd-4ecf-ae2c-d0d23b63b334,1081,97,CANCELLED,2026-01-28 12:44:32.648382,,2026-01-28 13:15:32.648382,,5363,0.0801,430,1,13,4945,0,0,0,7,3
c80f82b5-7437-48a2-b172-e5284692834e,3244,140,PAID,2026-02-03 10:42:53.648398,2026-02-03 11:40:53.648398,,,123,0.0113,1,21,0,101,101,0,101,3,1
e5740023-f727-4cec-83e2-5de9dfd49b57,430,128,PAID,2025-12-15 16:43:02.648407,2025-12-15 16:49:02.648407,,,6139,0.1512,928,21,12,5202,5202,0,5202,5,2
caf1f59a-74ee-409f-8926-a9b72573ba69,158,101,PAID,2026-02-11 03:09:12.648419,2026-02-11 04:20:12.648419,,,5165,0.0459,237,15,0,4913,4913,0,4913,5,1
