sku_id,category,sku_price
961,beauty,1292
962,clothes,90
963,food,102
964,electronics,3461
965,food,143
966,food,11
967,beauty,787
968,beauty,1061
969,home,1026
970,electronics,2728
971,clothes,378
972,beauty,188
973,electronics,1671
974,beauty,1112
975,electronics,836
976,clothes,736
977,clothes,751
978,home,1741
979,electronics,1984
980,beauty,1459
981,home,1354
982,electronics,1559
983,electronics,4061
984,food,14
985,electronics,900
986,electronics,1758
987,food,147
988,electronics,2164
989,food,109
990,home,953
991,home,916
992,food,9
993,home,1408
994,electronics,4681
995,electronics,818
996,beauty,113
997,electronics,3230
998,beauty,237
999,food,180
1000,food,160
1001,electronics,2606
1002,home,811
1003,home,1713
1004,electronics,4182
1005,clothes,596
1006,clothes,189
1007,home,1661
1008,beauty,624
1009,clothes,355
1010,food,7
1011,beauty,1156
1012,clothes,176
1013,electronics,341
1014,beauty,1241
1015,home,1130
1016,beauty,194
1017,food,58
1018,food,59
1019,home,1884
1020,beauty,311
1021,clothes,238
1022,clothes,681
1023,food,54
1024,electronics,1785
1025,beauty,131
1026,beauty,964
1027,beauty,169
1028,food,176
1029,electronics,2353
1030,electronics,1917
1031,beauty,1017
1032,food,96
1033,clothes,737
1034,clothes,152
1035,food,163
1036,electronics,1885
1037,food,129
1038,home,702
1039,beauty,1370
1040,food,182
1041,beauty,332
1042,beauty,1180
1043,food,85
1044,home,375
1045,electronics,2865
1046,clothes,276
1047,home,596
1048,food,39
1049,food,127
1050,home,942
1051,food,83
1052,home,1159
1053,electronics,1739
1054,beauty,187
1055,food,40
1056,beauty,422
1057,food,192
1058,electronics,917
1059,electronics,4454
1060,electronics,3618
1061,beauty,455
1062,electronics,4818
1063,food,144
1064,beauty,986
1065,clothes,424
1066,home,487
1067,beauty,615
1068,clothes,525
1069,beauty,1065
1070,electronics,3550
1071,food,133
1072,electronics,2256
1073,beauty,1421
1074,clothes,576
1075,clothes,506
1076,clothes,233
1077,beauty,1178
1078,clothes,799
1079,home,1953
1080,food,15
1081,clothes,549
1082,clothes,114
1083,food,99
1084,clothes,93
1085,clothes,580
1086,food,104
1087,home,1909
1088,home,1835
1089,electronics,626
1090,food,31
1091,beauty,1317
1092,food,194
1093,food,153
1094,beauty,1187
1095,clothes,435
1096,home,778
1097,beauty,1358
1098,electronics,4532
1099,food,101
1100,clothes,578
1101,home,752
1102,food,129
1103,home,1846
1104,beauty,33
1105,beauty,304
1106,home,369
1107,clothes,128
1108,beauty,1337
1109,food,59
1110,clothes,241
1111,clothes,420
1112,beauty,1489
1113,electronics,2186
1114,home,1691
1115,food,189
1116,electronics,4244
1117,home,1011
1118,clothes,654
1119,clothes,712
1120,home,75
1121,clothes,94
1122,clothes,637
1123,beauty,349
1124,clothes,694
1125,beauty,100
1126,beauty,320
1127,electronics,1662
1128,food,51
1129,beauty,850
1130,beauty,1174
1131,electronics,2622
1132,electronics,2074
1133,home,1272
1134,home,1806
1135,home,379
1136,clothes,470
1137,beauty,312
1138,beauty,392
1139,beauty,1370
1140,beauty,561
1141,clothes,791
1142,food,121
1143,beauty,1229
1144,electronics,2182
1145,home,819
1146,clothes,161
1147,electronics,1957
1148,beauty,1052
1149,home,1722
1150,clothes,670
1151,electronics,1753
1152,home,1876
1153,beauty,1248
1154,electronics,4653
1155,beauty,260
1156,electronics,4250
1157,clothes,667
1158,beauty,22
1159,home,1099
1160,home,788
1161,electronics,4640
1162,home,499
1163,home,1647
1164,home,747
1165,beauty,1446
1166,beauty,220
1167,home,304
1168,food,127
1169,clothes,135
1170,food,158
1171,beauty,856
1172,food,53
1173,electronics,358
1174,beauty,1090
1175,electronics,4557
1176,electronics,3372
1177,clothes,754
1178,food,109
1179,food,32
1180,clothes,486
1181,beauty,539
1182,food,142
1183,home,1186
1184,food,161
1185,food,179
1186,home,1576
1187,clothes,473
1188,beauty,1161
1189,home,396
1190,food,148
1191,beauty,1010
1192,food,83
1193,beauty,725
1194,home,1536
1195,clothes,725
1196,electronics,2182
1197,home,1633
1198,clothes,152
1199,clothes,570
1200,home,1639
1201,food,145
1202,beauty,1447
1203,electronics,1616
1204,home,1332
1205,electronics,1046
1206,clothes,532
1207,beauty,911
1208,electronics,824
1209,food,61
1210,food,25
1211,beauty,97
1212,home,1936
1213,home,1287
1214,beauty,606
1215,beauty,137
1216,clothes,705
1217,home,929
1218,electronics,1952
1219,beauty,605
1220,clothes,84
1221,beauty,1065
1222,beauty,1450
1223,clothes,679
1224,clothes,740
1225,electronics,3246
1226,clothes,720
1227,electronics,1589
1228,electronics,2560
1229,home,753
1230,home,860
1231,beauty,430
1232,beauty,51
1233,electronics,1038
1234,beauty,602
1235,beauty,1213
1236,food,93
1237,food,62
1238,beauty,418
1239,home,1934
1240,home,1207
1241,electronics,2438
1242,clothes,466
1243,beauty,238
1244,beauty,168
1245,beauty,622
1246,food,34
1247,beauty,547
1248,beauty,1197
1249,food,182
1250,home,802
1251,beauty,1010
1252,clothes,397
1253,home,1425
1254,home,1866
1255,beauty,76
1256,home,268
1257,food,22
1258,home,1327
1259,clothes,743
1260,clothes,373
1261,home,1986
1262,food,137
1263,beauty,39
1264,food,68
1265,food,28
1266,home,1409
1267,food,24
1268,beauty,385
1269,home,672
1270,food,60
1271,beauty,571
1272,clothes,749
1273,clothes,560
1274,clothes,290
1275,clothes,321
1276,clothes,284
1277,clothes,305
1278,beauty,749
1279,clothes,159
1280,electronics,942
1281,home,1287
1282,electronics,4735
1283,electronics,4250
1284,food,163
1285,food,131
1286,beauty,582
1287,home,404
1288,beauty,593
1289,home,484
1290,beauty,282
1291,electronics,4606
1292,home,1009
1293,beauty,86
1294,beauty,731
1295,home,1792
1296,clothes,518
1297,electronics,4545
1298,home,676
1299,electronics,396
1300,clothes,438
1301,beauty,226
1302,food,97
1303,beauty,551
1304,clothes,611
1305,food,65
1306,food,125
1307,beauty,722
1308,food,52
1309,home,898
1310,clothes,479
1311,food,98
1312,home,602
1313,home,398
1314,beauty,288
1315,beauty,1424
1316,clothes,152
1317,food,65
1318,beauty,905
1319,home,431
1320,clothes,203
1321,home,1680
1322,electronics,1746
1323,home,1053
1324,clothes,695
1325,beauty,1113
1326,food,129
1327,food,69
1328,beauty,1182
1329,electronics,3563
1330,electronics,1638
1331,electronics,2065
1332,food,126
1333,electronics,3985
1334,food,71
1335,food,97
1336,beauty,1161
1337,food,93
1338,electronics,3673
1339,electronics,3176
1340,beauty,427
1341,beauty,1199
1342,beauty,377
1343,food,95
1344,food,177
1345,beauty,1018
1346,home,1851
1347,electronics,3421
1348,beauty,606
1349,home,1323
1350,clothes,221
1351,food,112
1352,beauty,1190
1353,home,1768
1354,electronics,948
1355,clothes,401
1356,clothes,371
1357,food,172
1358,food,186
1359,food,159
1360,home,585
1361,home,1629
1362,food,196
1363,beauty,1086
1364,home,877
1365,clothes,238
1366,electronics,1324
1367,clothes,727
1368,food,195
1369,electronics,2025
1370,clothes,456
1371,electronics,1082
1372,electronics,4176
1373,beauty,130
1374,electronics,3552
1375,beauty,190
1376,electronics,2450
1377,beauty,338
1378,electronics,3493
1379,food,63
1380,clothes,340
1381,home,1313
1382,clothes,184
1383,beauty,369
1384,electronics,587
1385,food,88
1386,home,986
1387,beauty,577
1388,beauty,931
1389,clothes,764
1390,beauty,382
1391,beauty,1243
1392,home,1322
1393,beauty,910
1394,beauty,1330
1395,beauty,654
1396,food,128
1397,beauty,485
1398,electronics,3919
1399,food,98
1400,home,562
1401,clothes,360
1402,electronics,300
1403,beauty,299
1404,food,78
1405,home,1125
1406,electronics,4329
1407,home,643
1408,electronics,3826
1409,food,157
1410,clothes,57
1411,beauty,785
1412,clothes,471
1413,beauty,915
1414,home,541
1415,clothes,782
1416,home,1726
1417,home,481
1418,food,25
1419,home,1310
1420,clothes,579
1421,beauty,1441
1422,food,77
1423,beauty,570
1424,home,415
1425,electronics,1794
1426,clothes,346
1427,electronics,4030
1428,beauty,947
1429,food,184
1430,beauty,1027
1431,clothes,378
1432,electronics,1546
1433,electronics,4682
1434,electronics,1823
1435,electronics,2611
1436,food,37
1437,home,1519
1438,electronics,2207
1439,electronics,1534
1440,electronics,4343
1441,clothes,400
1442,home,668
1443,home,790
1444,home,1457
1445,electronics,3005
1446,electronics,1496
1447,electronics,2483
1448,home,176
1449,beauty,982
1450,clothes,246
1451,food,102
1452,electronics,1299
1453,clothes,444
1454,home,536
1455,electronics,1931
1456,home,1535
1457,electronics,4569
1458,clothes,534
1459,home,1425
1460,food,87
1461,clothes,694
1462,electronics,4802
1463,beauty,270
1464,food,128
1465,food,55
1466,food,18
1467,clothes,165
1468,clothes,698
1469,home,694
1470,electronics,1671
1471,food,154
1472,electronics,3542
1473,clothes,59
1474,electronics,4193
1475,beauty,337
1476,food,27
1477,clothes,211
1478,home,217
1479,beauty,713
1480,electronics,789
1481,food,170
1482,clothes,768
1483,beauty,239
1484,clothes,549
1485,clothes,374
1486,beauty,1340
1487,food,117
1488,clothes,71
1489,home,763
1490,clothes,306
1491,electronics,4275
1492,home,1174
1493,food,143
1494,home,418
1495,beauty,402
1496,beauty,732
1497,food,192
1498,home,593
1499,beauty,1155
1500,clothes,120
1501,beauty,337
1502,home,635
1503,food,143
1504,food,121
1505,electronics,4444
1506,home,1532
1507,clothes,69
1508,beauty,765
1509,beauty,509
1510,food,189
1511,electronics,4715
1512,home,418
1513,beauty,1419
1514,home,1598
1515,beauty,335
1516,beauty,599
1517,food,109
1518,food,33
1519,electronics,4586
1520,electronics,658
1521,clothes,232
1522,electronics,1955
1523,electronics,4276
1524,clothes,151
1525,electronics,4977
1526,home,1377
1527,home,1106
1528,beauty,1456
1529,beauty,544
1530,electronics,3301
1531,clothes,670
1532,electronics,407
1533,clothes,721
1534,home,1931
1535,electronics,4134
1536,electronics,3256
1537,beauty,871
1538,food,186
1539,electronics,2477
1540,beauty,103
1541,electronics,2789
1542,electronics,2068
1543,beauty,218
1544,electronics,2192
1545,beauty,809
1546,clothes,247
1547,beauty,1365
1548,clothes,633
1549,clothes,621
1550,beauty,870
1551,electronics,3232
1552,home,1468
1553,home,1838
1554,electronics,1666
1555,clothes,613
1556,home,1063
1557,food,173
1558,clothes,596
1559,beauty,927
1560,food,85
1561,beauty,684
1562,food,110
1563,home,1721
1564,food,160
1565,clothes,626
1566,beauty,458
1567,home,1598
1568,beauty,540
1569,food,120
1570,home,1995
1571,home,30
1572,electronics,2630
1573,beauty,53
1574,beauty,296
1575,food,6
1576,food,61
1577,clothes,372
1578,electronics,2560
1579,beauty,1067
1580,beauty,1188
1581,beauty,336
1582,electronics,609
1583,home,758
1584,clothes,191
1585,food,98
1586,beauty,531
1587,clothes,312
1588,food,28
1589,beauty,838
1590,beauty,465
1591,electronics,2959
1592,home,384
1593,home,1721
1594,beauty,215
1595,beauty,1335
1596,food,14
1597,beauty,801
1598,electronics,758
1599,food,94
1600,home,883
1601,electronics,2157
1602,beauty,43
1603,home,140
1604,food,139
1605,electronics,2915
1606,beauty,1176
1607,clothes,384
1608,beauty,1449
1609,clothes,206
1610,electronics,3518
1611,home,1571
1612,beauty,1198
1613,beauty,204
1614,clothes,492
1615,food,105
1616,clothes,185
1617,food,26
1618,home,1200
1619,electronics,4790
1620,home,567
1621,electronics,3564
1622,beauty,909
1623,clothes,188
1624,home,1175
1625,clothes,549
1626,home,1365
1627,beauty,421
1628,beauty,1281
1629,beauty,524
1630,clothes,123
1631,food,115
1632,food,180
1633,beauty,203
1634,electronics,3688
1635,home,778
1636,food,53
1637,food,93
1638,beauty,1362
1639,electronics,2797
1640,clothes,408
1641,beauty,925
1642,beauty,318
1643,home,121
1644,clothes,254
1645,food,44
1646,electronics,1220
1647,electronics,2291
1648,beauty,322
1649,food,8
1650,food,182
1651,electronics,2799
1652,home,994
1653,electronics,3018
1654,clothes,600
1655,clothes,258
1656,beauty,1091
1657,food,145
1658,home,1305
1659,clothes,761
1660,electronics,3385
1661,beauty,1378
1662,beauty,109
1663,food,48
1664,electronics,2626
1665,clothes,763
1666,beauty,575
1667,electronics,4108
1668,electronics,845
1669,home,1382
1670,food,174
1671,food,32
1672,electronics,2696
1673,home,503
1674,home,1071
1675,electronics,2884
1676,home,1805
1677,beauty,1108
1678,electronics,1827
1679,clothes,562
1680,home,1178
1681,electronics,625
1682,clothes,592
1683,food,90
1684,home,835
1685,clothes,68
1686,food,180
1687,food,95
1688,food,65
1689,beauty,584
1690,electronics,2410
1691,home,1853
1692,electronics,4846
1693,food,62
1694,clothes,399
1695,home,1375
1696,clothes,139
1697,home,1096
1698,beauty,1301
1699,clothes,477
1700,clothes,636
1701,clothes,486
1702,food,159
1703,food,119
1704,beauty,289
1705,clothes,718
1706,clothes,644
1707,beauty,1420
1708,clothes,191
1709,food,181
1710,beauty,296
1711,home,1891
1712,clothes,721
1713,beauty,343
1714,food,22
1715,beauty,1111
1716,electronics,1808
1717,food,42
1718,electronics,2910
1719,home,1998
1720,home,651
1721,home,1557
1722,food,43
1723,clothes,159
1724,clothes,239
1725,electronics,2486
1726,beauty,1181
1727,beauty,492
1728,beauty,495
1729,clothes,753
1730,electronics,3243
1731,electronics,4204
1732,clothes,564
1733,beauty,980
1734,food,52
1735,home,1036
1736,home,311
1737,clothes,247
1738,clothes,83
1739,home,1595
1740,electronics,2510
1741,home,485
1742,clothes,259
1743,electronics,1750
1744,home,1805
1745,beauty,1023
1746,food,122
1747,clothes,487
1748,home,1619
